image_path,image_id,class_id,class_name,original_prediction,original_confidence,original_prediction_id,bolero_prediction,bolero_confidence,bolero_prediction_id,prediction_agreement,original_correct,bolero_correct,depth_mean,depth_std,boundary_coverage,depth_path,boundary_path,thermal_path,reconstruction_path
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10040.JPEG,n01440764_10040,n01440764,tench,"tench, Tinca tinca",0.9999991655349731,0,"tench, Tinca tinca",0.9999974966049194,0,True,True,True,0.3545592725276947,0.30701324343681335,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10040.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10040.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10040.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10040.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10042.JPEG,n01440764_10042,n01440764,tench,"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch",0.960922360420227,391,"barracouta, snoek",0.6883642673492432,389,False,False,False,0.532042384147644,0.26929259300231934,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10042.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10042.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10042.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10042.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10110.JPEG,n01440764_10110,n01440764,tench,"tench, Tinca tinca",0.9999974966049194,0,"tench, Tinca tinca",0.9999982118606567,0,True,True,True,0.3634996712207794,0.28504228591918945,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10110.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10110.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10110.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10110.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10120.JPEG,n01440764_10120,n01440764,tench,"tench, Tinca tinca",1.0,0,"tench, Tinca tinca",0.9999876022338867,0,True,True,True,0.39906826615333557,0.3696131706237793,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10120.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10120.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10120.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10120.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10150.JPEG,n01440764_10150,n01440764,tench,"tench, Tinca tinca",1.0,0,"tench, Tinca tinca",1.0,0,True,True,True,0.3726457357406616,0.3018578588962555,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10150.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10150.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10150.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10150.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10162.JPEG,n01440764_10162,n01440764,tench,"tench, Tinca tinca",1.0,0,"tench, Tinca tinca",1.0,0,True,True,True,0.6602609157562256,0.20377518236637115,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10162.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10162.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10162.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10162.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10211.JPEG,n01440764_10211,n01440764,tench,"tench, Tinca tinca",0.8883406519889832,0,"barracouta, snoek",0.7331470847129822,389,False,True,False,0.38928794860839844,0.2919449806213379,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10211.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10211.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10211.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10211.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10251.JPEG,n01440764_10251,n01440764,tench,"tench, Tinca tinca",0.9999958276748657,0,"tench, Tinca tinca",0.9999886751174927,0,True,True,True,0.3816292881965637,0.2838725447654724,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10251.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10251.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10251.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10251.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10281.JPEG,n01440764_10281,n01440764,tench,"tench, Tinca tinca",1.0,0,"tench, Tinca tinca",1.0,0,True,True,True,0.372776061296463,0.2849719822406769,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10281.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10281.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10281.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10281.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10290.JPEG,n01440764_10290,n01440764,tench,"tench, Tinca tinca",0.9999990463256836,0,"tench, Tinca tinca",0.9999991655349731,0,True,True,True,0.384747177362442,0.2363942414522171,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10290.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10290.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10290.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10290.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10320.JPEG,n01440764_10320,n01440764,tench,"tench, Tinca tinca",0.9999980926513672,0,"tench, Tinca tinca",0.9999806880950928,0,True,True,True,0.3294198513031006,0.30979466438293457,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10320.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10320.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10320.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10320.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10331.JPEG,n01440764_10331,n01440764,tench,"barracouta, snoek",0.3741695284843445,389,"barracouta, snoek",0.42233389616012573,389,True,False,False,0.40008172392845154,0.25244536995887756,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10331.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10331.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10331.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10331.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10342.JPEG,n01440764_10342,n01440764,tench,"tench, Tinca tinca",1.0,0,"tench, Tinca tinca",1.0,0,True,True,True,0.2747018337249756,0.2262841910123825,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10342.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10342.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10342.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10342.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10361.JPEG,n01440764_10361,n01440764,tench,"tench, Tinca tinca",0.9999997615814209,0,"tench, Tinca tinca",0.9999990463256836,0,True,True,True,0.30655965209007263,0.3021412789821625,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10361.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10361.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10361.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10361.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10380.JPEG,n01440764_10380,n01440764,tench,"tench, Tinca tinca",0.9999651908874512,0,"tench, Tinca tinca",0.9999841451644897,0,True,True,True,0.4281090199947357,0.2912176847457886,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10380.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10380.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10380.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10380.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10382.JPEG,n01440764_10382,n01440764,tench,"tench, Tinca tinca",1.0,0,"tench, Tinca tinca",0.9999991655349731,0,True,True,True,0.4755755066871643,0.3105228543281555,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10382.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10382.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10382.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10382.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10410.JPEG,n01440764_10410,n01440764,tench,"tench, Tinca tinca",0.9999183416366577,0,"tench, Tinca tinca",0.9868888854980469,0,True,True,True,0.4434286653995514,0.2565279006958008,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10410.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10410.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10410.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10410.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10462.JPEG,n01440764_10462,n01440764,tench,"tench, Tinca tinca",0.999982476234436,0,"tench, Tinca tinca",0.9999933242797852,0,True,True,True,0.4563208818435669,0.3418399691581726,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10462.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10462.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10462.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10462.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10470.JPEG,n01440764_10470,n01440764,tench,"tench, Tinca tinca",0.9999773502349854,0,"tench, Tinca tinca",0.9999856948852539,0,True,True,True,0.45085465908050537,0.2679934501647949,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10470.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10470.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10470.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10470.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10482.JPEG,n01440764_10482,n01440764,tench,"tench, Tinca tinca",0.99985671043396,0,"tench, Tinca tinca",0.9997435212135315,0,True,True,True,0.44622740149497986,0.3052196502685547,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10482.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10482.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10482.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10482.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10491.JPEG,n01440764_10491,n01440764,tench,"tench, Tinca tinca",0.9999691247940063,0,"tench, Tinca tinca",0.9998760223388672,0,True,True,True,0.4363343417644501,0.31496793031692505,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10491.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10491.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10491.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10491.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10531.JPEG,n01440764_10531,n01440764,tench,"tench, Tinca tinca",1.0,0,"tench, Tinca tinca",0.9999991655349731,0,True,True,True,0.3717353343963623,0.2957628071308136,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10531.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10531.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10531.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10531.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10542.JPEG,n01440764_10542,n01440764,tench,"tench, Tinca tinca",1.0,0,"tench, Tinca tinca",0.9999991655349731,0,True,True,True,0.5705446004867554,0.21890370547771454,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10542.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10542.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10542.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10542.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10550.JPEG,n01440764_10550,n01440764,tench,"tench, Tinca tinca",0.9999947547912598,0,"tench, Tinca tinca",0.9998917579650879,0,True,True,True,0.5124109983444214,0.27240434288978577,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10550.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10550.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10550.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10550.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10592.JPEG,n01440764_10592,n01440764,tench,"tench, Tinca tinca",0.9998886585235596,0,"tench, Tinca tinca",0.9998629093170166,0,True,True,True,0.5744481682777405,0.24939092993736267,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10592.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10592.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10592.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10592.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10740.JPEG,n01440764_10740,n01440764,tench,"tench, Tinca tinca",0.9999855756759644,0,"tench, Tinca tinca",0.999981164932251,0,True,True,True,0.36418789625167847,0.3355230987071991,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10740.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10740.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10740.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10740.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10792.JPEG,n01440764_10792,n01440764,tench,"tench, Tinca tinca",1.0,0,"tench, Tinca tinca",1.0,0,True,True,True,0.4659053087234497,0.32385680079460144,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10792.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10792.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10792.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10792.png
F:\DeepLearningTest\clip_corruption_calibration_repo\clip_corruption_calibration\data\imagenette2-160\val\n01440764\n01440764_10812.JPEG,n01440764_10812,n01440764,tench,"tench, Tinca tinca",0.9999991655349731,0,"tench, Tinca tinca",0.9999991655349731,0,True,True,True,0.4834515154361725,0.2818446755409241,0.1,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\depth_maps\n01440764_10812.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\boundary_maps\n01440764_10812.npy,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\thermal_representations\n01440764_10812.png,F:\DeepLearningTest\bolero_repo\results\bolero_evidence\bolero_reconstructions\n01440764_10812.png
